Country Name,Country Code,Indicator Name,Indicator Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Australia,AUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.408501967,9.963021455,10.88595032,4.672749577,1.918956168,9.741339743,8.185861602,-0.682571157,0.180814418,1.184452958,3.490292585,2.656809196,3.987205497,3.729672556,1.462873285,5.312930581,0.257960527,4.656231291,NA
Austria,AUT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,7.205393456,4.640194804,11.81645729,8.347634986,6.074283037,13.54365409,6.170307772,3.893719119,1.450367734,10.10155154,7.370011292,7.731844436,8.861037574,1.42777669,-15.60559319,9.357821409,6.631831021,1.223743788,NA
Azerbaijan,AZE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-28.79955137,20.34690084,29.19710645,14.81694982,13.45543322,22.98503299,27.05044686,10.46602667,0.768624416,11.80837924,48.94332807,34.31148831,47.53711185,7.795904347,8.133173153,24.19950214,3.5949549,2.2,NA
"Bahamas, The",BHS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.582558322,3.615221671,8.444411291,-1.235549958,6.671166065,4.830900988,5.194484736,0.521439236,0.675458347,11.69704943,-2.140189117,1.943995507,-1.425415172,-2.201120664,-3.176116583,1.274418577,6.338591457,5.717769041,NA
Bahrain,BHR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,30.72410677,8.075394587,16.52916321,12.26074328,2.253163717,14.39543239,14.90822599,-2.301002891,6.869821663,12.53674722,15.60123184,25.82094264,12.98096969,7.037721651,0.024329157,0.941443666,29.34008426,7.776702125,NA
Barbados,BRB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.833137926,0.011124065,-1.00727505,-0.986718938,-2.825436367,6.609816771,-3.190748744,-5.510349388,-0.260129944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,BLR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-22,7.8,33.9,-8.3,7,12.7,13.09201624,8.405623691,8.592715232,13.50053362,-2.699979851,8.172465284,5.600579731,2.100090672,-7.832239952,7.7,28.4,-9.375509746,NA
Belgium,BEL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.99194742,3.716367679,9.994005902,4.75886064,4.486159879,11.80688863,1.061402044,2.494937256,0.499324176,6.149258642,3.802995901,5.44865454,5.16216044,1.37571908,-9.364872762,8.0658988,6.383461986,1.821797196,NA
Belize,BLZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-5.122780967,5.340450323,13.16353303,5.109626175,12.97811595,8.745714773,4.923425978,9.622661909,13.16697899,5.717273836,11.21187139,12.68346924,-5.269390172,4.069444444,-10.14279995,14.44378435,3.828434235,NA,NA
Benin,BEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-1.757656517,-2.782511289,9.46293184,11.08552074,13.78838051,7.254566443,3.042502265,4,1.9,-1.5,13.4,-5,13.3,11,-5,2.95,NA,NA,NA
Bermuda,BMU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,BTN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,9.978405049,-2.41564716,14.26822648,25.54341774,33.21138807,51.66732255,15.77045659,-9.311861094,-0.777514093,-1.336158152,-0.869056908,NA,NA
Bolivia,BOL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.118295184,4.068665555,-2.110210278,6.482426975,-12.80479229,15.04059293,8.377238307,5.693238451,12.16304638,16.62054251,8.336318974,11.33683568,3.089171808,2.17453347,-10.75565759,9.852626488,5.883355652,11.85043688,NA
Bosnia and Herzegovina,BIH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,74.95867603,118.4867468,65.55081221,23.17074418,-3.86401415,4.189702828,0.774408769,5.340358462,12.46752172,5.28137644,16.16,13.66,12.58,4.2,-3.508907425,11.33319546,12.64416698,-0.089007194,NA
Botswana,BWA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.88522685,13.47033709,12.94134629,-18.19355333,27.64853844,0.803306244,-4.344324331,7.345978582,-6.999482738,7.389013054,18.19076792,3.13285112,8.481353745,-2.479829652,-37.67059852,16.02382397,27.54594758,-7.002602161,NA
Brazil,BRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-2.032819006,-0.42,11.02128942,4.907059834,5.707880669,12.8588907,10.04769992,7.417866583,10.39816584,15.29323808,9.330643418,5.041518387,6.198632286,0.545479609,-9.12589604,11.51869134,4.489496164,0.473495358,NA
Brunei Darussalam,BRN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,16.8136909,-3.443588582,-5.068043172,-9.952216181,13.96157365,11.88941089,1.303035635,5.771518134,2.263688731,-0.714020667,-1.260145798,3.670086027,-9.637389825,-6.216042781,-5.27172095,-7.797476685,16.64787935,-3.552026745,NA
Bulgaria,BGR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,22.76424126,-0.983846105,14.75936543,27.8296746,-4.649293753,-15.9,6,9.8,10.6,11.9,-17.5,50.7,6.1,3,-11.2,14.7,12.8,-0.841489362,NA
Burkina Faso,BFA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.099930754,-18.70943984,7.080284606,35.6801822,-8.173272784,-0.952605816,-9.062784744,-0.251627851,-0.058979625,25.90471344,2.856839154,24.425131,4.960718935,6.959645575,19.62524608,61.41065297,32.36895053,NA,NA
Burundi,BDI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,-15.69282137,4.356435644,-7.60341556,25.40406219,-4.14489953,60.34135174,-9.696220605,16.95319229,-17.20053673,20.76154502,48.89061538,-14.74817706,20.22479948,1.748829706,6.570320166,NA
Cabo Verde,CPV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.360979114,-13.62034207,12.27302005,11.48348044,NA,NA
Cambodia,KHM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,43.76483261,-17.46769427,36.10492694,-2.960533949,49.57542804,30.29549894,16.69101329,13.03654072,11.0837127,28.08390067,16.39052854,19.18526167,10.14672275,15.65522171,-9.865636833,20.5612029,18.88447803,NA,NA
Cameroon,CMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.500006675,11.00000192,14.09999547,11.09999786,12.90000084,-4.999998932,-0.016510936,-1.753034993,-0.10815354,8.958330312,1.411490656,1.313658449,7.1107164,0.243214858,-11.13946769,-1.569118192,0.278095613,-9.156712198,NA
Canada,CAN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.487245376,5.597739932,8.334112177,9.123187292,10.68230051,8.913149747,-2.963117811,1.206190836,-2.259252689,4.97823251,1.894137388,0.588038037,1.224565122,-4.697072171,-13.78580465,6.40404079,4.707298971,1.492633202,NA
Cayman Islands,CYM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,-12.02983393,-3.581754935,8.100427212,-18.68107481,-4.589062664,22.88169157,8.164946238,-6.987427266,NA,NA,NA,NA,NA
Chad,TCD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,37.84135894,-18.22704556,11.67772431,6.6504586,-1.614734248,-8.606796144,-3.046469448,-6.12525896,122.6909579,176.7137912,-36.898068,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.9836199,11.78496976,11.19993193,5.230876203,7.321346292,5.076044897,7.231811336,1.603909109,6.462325562,13.30030135,4.317121089,9.512702076,7.189754458,-0.699900461,-4.549812459,2.32438079,5.167964491,0.960874706,NA
China,CHN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.503288883,12.16208134,22.56570093,7.024232914,13.86713087,32.04280995,10.05303695,28.05749034,27.62868361,27.32373854,22.41874588,20.54759317,14.33286339,-1.027279866,-11.81097488,26.57449275,3.957868468,2.839115758,NA
Colombia,COL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.560838214,9.603018029,3.151398102,7.375476343,5.923905694,-0.968413309,2.810876871,-2.377414562,7.360295716,9.808607595,5.71396953,8.597948217,6.905083221,4.47837456,-2.845142545,1.264361009,12.87318343,5.358600054,NA
Comoros,COM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-19.65306797,-7.726533458,3.093821577,-26.88799302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",ZAR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,20.39999619,15.39999656,-22.11221321,24.15254574,49.48806003,-3.626106625,-34.85227487,-31.46204299,7.671189712,2.370317072,1.058104644,-9.450145861,19.75929322,23.66035545,-1.302662401,47.37940786,20.96759557,9.130603794,NA
"Congo, Rep.",COG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,15.41619615,4.155392052,11.91827408,8.96920388,2.202086949,-1.210697669,-5.677850296,1.277480813,-2.505655611,-2.180697391,9.915286968,5.396283882,-14.85108272,6.761087581,11.16876612,18.18104129,18.14133721,NA,NA
Costa Rica,CRI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.07452251,6.163228884,8.639205423,27.12933174,21.28212494,-0.331906302,-9.600716212,3.644518172,12.06753637,8.150068766,12.7915787,10.27847275,9.9053134,-2.014777902,-6.021180703,5.541098339,6.071763874,8.493681764,NA
Cote d'Ivoire,CIV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,14.26446374,3.239754127,8,0.81,7,-0.6,29,14.4,-7.4,11.7,2.63,0,-7.5,-8.1,NA,NA,NA,NA,NA
Croatia,HRV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,14.31270543,4.187527302,5.756493765,0.855483758,11.94524322,8.760459248,1.085206871,11.56265745,5.411962708,3.772218419,5.971549546,3.667517092,1.693742227,-16.16840717,5.15330051,1.705722987,0.42824973,NA
Cuba,CUB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.331924197,24.61188254,-4.908314494,5.756022823,12.82128138,14.07412327,-3.598253275,-3.798997403,5.782270216,19.04366233,47.49970917,1.321615684,13.79881683,11.57254952,4.139078648,12.68228685,-4.348594928,NA,NA
Curacao,CUW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,16.83673469,3.501078009,3.521915809,1.594911527,8.563218822,10.64165025,6.121672288,-4.89149156,-0.452734516,5.475714026,4.863746119,3.536184211,6.084193805,-0.344414495,-11.35987979,0.610272928,NA,NA,NA
Czech Republic,CZE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,18.82034784,6.500747789,9.65130745,11.62093836,5.679975128,17.26578276,11.59637993,2.438560959,7.584383219,13.58686317,11.63211568,13.83684636,11.18793891,3.952708525,-10.88554083,15.41688471,9.547168895,4.462462856,NA
Denmark,DNK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.899878251,4.225219805,4.946651445,4.069376313,11.59872206,12.75461068,3.140448894,4.136526729,-0.959943476,2.781211009,8.113288117,8.965054438,2.771702761,3.336302028,-9.480512957,2.966832163,6.546412523,0.242659298,NA
Djibouti,DJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-9.896669493,-5.650677925,0.04573339,4.277663934,-5.727944372,-5.664681028,8.565952908,6.128735542,6.787562283,-3.799800908,13.38428779,2.834320973,NA,NA,NA,NA,NA,NA,NA
Dominica,DMA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.374548783,7.108649887,12.94672731,6.520610504,5.369726454,8.736842218,-6.112937706,1.980343398,10.63368962,3.587915408,-1.241265064,0.653966552,3.21699142,-4.021088961,-7.424373868,11.58225375,8.836915107,5.373277081,NA
Ecuador,ECU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.35883426,-2.12259232,6.98595202,-4.736616314,7.630833013,2.536169099,-1.58715483,0.623781606,7.210175607,17.17837497,8.633036356,7.125999442,0.017212283,2.983947688,-4.788346949,2.489211684,5.124786337,2.884566098,NA
"Egypt, Arab Rep.",EGY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.44278607,1.71875,-1.031380294,-3.592814371,9.109730849,3.795066414,3.290676417,5.767974805,13.83285303,25.3164557,20.2020202,21.2605042,23.28482328,28.76165113,-14.51223716,-2.983870968,3.740648379,-4.647435897,NA
El Salvador,SLV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,13.90619137,8.670444064,30.18067176,6.245342772,7.131898479,16.79623568,-0.203187949,5.988696598,4.673268638,3.594481711,0.901038485,5.884667777,7.08425055,6.863870572,-15.96882182,11.61255797,9.280272761,2.768975771,NA
Equatorial Guinea,GNQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,64.92137556,18.5627226,15.5549805,26.70037295,7.983576955,-3.54814973,11.75097184,3.626663235,-8.233779599,-6.900159645,6.157988186,NA,NA
Eritrea,ERI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-16.44237827,58.53587116,3.435537495,-40.01785714,-39.47603453,1.301692019,16.1974818,8.726081966,-25.25414136,10.3274947,-1.030020412,15.09857666,-13.12996071,-21.37305051,36.21359467,17.49610728,233.0694616,NA,NA
Estonia,EST,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.411623043,0.333218701,26.35025215,13.40322545,0.424012852,27.42172852,4.018592051,-2.66731005,7.719970355,14.52511135,18.62575268,6.085411587,3.663029006,0.986160701,-21.25272488,23.71940393,23.36303683,5.636192859,NA
Ethiopia,ETH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,44.38812427,7.295799206,32.26249625,8.826644764,-5.928956404,6.692062948,7.92927367,6.825177861,3.288048785,26.76686785,13.61053411,1.901638214,2.17911948,-0.038540024,0.220886492,42.41133633,31.66056316,-10.54077836,NA
Faeroe Islands,FRO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.534465102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,FIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.530943677,5.913914391,13.93673309,9.228337121,11.0990502,17.25696141,1.713363191,3.348522861,-1.904054166,8.169758594,7.017352735,12.15461579,8.174061876,5.820727351,-21.30785438,7.924169797,2.726205719,-0.15969878,NA
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.227698555,3.616127633,12.83483242,8.189336943,4.583323681,12.36537886,2.56946517,1.616122012,-1.33442592,4.766990244,2.850154566,5.184089951,2.330852785,-0.309636015,-12.10213945,9.462938212,5.40411265,2.384712846,NA
French Polynesia,PYF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.231005237,2.429968198,3.377956243,-6.226697293,-5.300126379,-11.20003259,-5.785749292,-11.07537371,8.032836852,5.616833974,-6.758293398,-10.60522991,4.792103056,0.274343369,2.626192006,1.737126634,-0.05972745,2.761381708,NA
"Gambia, The",GMB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,12.92723081,-1.306818871,-2.9,22.4,-1.6,11,-17.4,1.7,-1.98,15.6,-5.18912035,4.488011216,-11.5424754,-14.16813845,15.05792918,-1.284407482,17.59090728,NA,NA
Georgia,GEO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.488634289,6.424870394,11.45082626,7.653329449,5.778282362,13.22694422,6.396531608,4.241497742,2.517106277,10.70321864,7.665804836,13.08999967,7.97594896,2.841700188,-12.9797738,15.19033669,8.007625764,3.192115493,NA
Ghana,GHA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.16734928,16.7426909,7.620717769,24.60370778,30.1374263,9.485570227,NA
Greece,GRC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.999031838,3.485483069,20.03704212,5.25172867,18.13199904,14.1147688,-0.013362235,-8.39279244,2.919181583,17.31223227,2.503182085,4.313558815,7.117637485,1.662479341,-19.41873935,5.186734027,0.327673732,-2.439303347,NA
Greenland,GRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,GUM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,12.56044952,8.68615001,8.102787142,2.394318166,4.603994295,3.816949612,-3.990046399,0.710345476,-0.517565121,8.216991557,-2.109668033,4.79070222,9.415982251,-0.16292843,-2.661139501,6.133920741,3.007894474,1.95777738,NA
Guinea,GIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.492240312,-7.03443532,-7.25596191,8.878032687,7.162648039,-1.191465235,7.713545432,-1.423452622,-3.802277521,NA,NA,NA,13.96698967,-7.16793902,-3.583812278,0.237993721,NA,NA,NA
Guinea-Bissau,GNB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,HTI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,35.16819572,27.30015083,14.27725118,23.27630897,16.48444071,6.317689531,-2.173174873,-2.082610205,7.160581354,9.758518028,0.030138638,7.200964146,-2.922990444,13.6074117,9.887869521,-7.397959184,18.00651139,3.459252971,NA
Honduras,HND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,13.57142857,8.061749571,1.322751323,1.566579634,-11.15681234,7.349537037,3.960745358,10.01054281,8.72789311,13.20186775,5.306458724,1.55406526,2.536521204,0.859646498,-15.89691561,15.68406584,8.362856065,5.787827633,NA
"Hong Kong SAR, China",HKG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.968052515,5.560954449,6.790799187,-5.344858179,3.975594566,16.24280746,-1.654627997,8.524104555,12.80552527,15.40130918,10.58312887,9.415497444,8.339632205,2.526937654,-10.04736377,16.78176296,3.901560753,1.852657917,NA
Hungary,HUN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,13.4,11.11613695,20.98478581,16.52091829,11.09774795,19.72917111,8.047737331,3.819645195,6.165553058,15.03131771,11.32122339,19.05685661,14.96368082,5.668660503,-10.22919071,14.29478532,NA,NA,NA
Iceland,ISL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-2.288754483,9.910731752,5.621129332,2.493820151,4.011064659,4.18361144,7.406463007,3.753841905,1.614620233,8.427928957,7.527114772,-4.58851901,17.74565134,7.021856228,7.031636096,0.536221094,3.758417163,3.846753234,NA
India,IND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,31.39607311,6.289730405,-2.328176256,13.88432187,17.9994695,18.15351102,4.309524517,21.08500279,9.582219942,27.17641181,26.0737614,20.35546622,5.926048602,14.59741009,-4.685442784,19.69250173,15.34257596,2.963185847,NA
Indonesia,IDN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,7.721174883,7.560019839,7.799974489,11.18317379,-31.80498001,26.4849853,0.644980257,-1.21693046,5.886379869,13.5283305,16.60131419,9.405525679,8.542979715,9.5334607,-9.69013805,15.26632241,13.64829443,2.010433752,NA
"Iran, Islamic Rep.",IRN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-20.81957089,2.481205282,-4.771584241,10.46599098,2.078246152,1.673989715,-1.856650424,8.330282226,11.17186925,-0.849246557,6.840500197,5.128310184,2.762822178,NA,NA,NA,NA,NA,NA
Iraq,IRQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,IRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,19.95760697,12.46093159,17.57097927,23.07233351,15.56316771,20.93505662,8.479776097,4.880449019,0.679591617,7.613169654,4.436933641,5.006822012,8.360075096,-1.107062581,-3.830812035,6.40760746,5.361872612,1.560622394,NA
Isle of Man,IMY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,5.941006683,8.942828836,6.577821168,14.08539072,23.50317596,-11.75257824,-2.219205869,8.030715086,17.50572028,4.471319972,5.500235419,9.160384178,6.579605352,-12.6489619,14.19405427,7.330696756,0.917188519,NA
Italy,ITA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,12.58284143,1.374058319,5.286684892,2.513501774,-1.068583715,11.63900672,2.771267229,-3.011324328,-1.243237613,6.253285736,3.429718258,8.422526816,6.247723236,-2.828411971,-17.50590926,11.35693375,6.226966924,1.976527357,NA
Jamaica,JAM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.899246838,-17.75523338,-7.45781951,-1.515816825,1.565309672,NA
Japan,JPN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.181114426,5.878710476,11.08153922,-2.722551852,1.801279924,12.5522048,-6.95256828,7.895049953,9.480583211,13.96905019,6.235969621,9.934153149,8.699326242,1.416968347,-24.19570003,24.36274562,-0.358135849,-0.131906197,NA
Jordan,JOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.211713146,0.970401141,-2.660239401,1.374537159,0.898844874,2.357289096,5.017705492,18.28819022,5.059251181,14.56017821,2.760045717,12.34265331,2.298493877,-12.05486395,-3.651934543,24.15090752,-5.014765924,-3.394178379,NA
