Date,Open,High,Low,Close,Volume
19-Oct-11,12015.17,12053.11,11832.24,11849.50,202470683
18-Oct-11,11867.50,12066.18,11755.85,12053.11,204172672
17-Oct-11,12067.69,12084.05,11891.36,11923.04,158833777
14-Oct-11,12031.57,12081.73,11911.89,12081.73,222924810
13-Oct-11,11990.52,12029.96,11830.04,11911.89,206240504
12-Oct-11,11956.71,12094.65,11875.55,12029.96,263435512
11-Oct-11,11846.43,11890.20,11588.36,11875.55,316413039
7-Oct-11,11816.49,11819.55,11574.12,11588.36,198453955
6-Oct-11,11530.63,11782.68,11457.22,11780.07,260299394
5-Oct-11,11215.83,11509.22,11135.52,11457.22,271715055
4-Oct-11,11049.74,11251.84,10848.19,11177.91,299568529
3-Oct-11,11516.86,11623.84,11221.21,11251.84,230269969
30-Sep-11,11565.78,11686.32,11535.22,11623.84,257338679
29-Sep-11,11721.35,11754.62,11547.72,11686.32,257829712
28-Sep-11,11868.38,11866.82,11569.04,11585.87,229594279
27-Sep-11,11940.27,12057.95,11707.19,11821.09,277822964
26-Sep-11,11487.07,11707.19,11293.63,11707.19,261487410
23-Sep-11,11373.14,11562.51,11355.82,11462.87,290858515
22-Sep-11,11653.06,11955.01,11420.35,11562.51,389201905
21-Sep-11,12203.18,12230.80,11948.40,11955.01,230033853
20-Sep-11,12203.16,12356.82,12168.54,12209.88,216520494
19-Sep-11,12187.11,12263.83,12117.77,12172.04,158446017
16-Sep-11,12436.68,12466.80,12263.71,12263.71,497597724
15-Sep-11,12369.83,12428.09,12293.38,12424.84,198098658
14-Sep-11,12275.32,12372.89,12165.26,12293.38,211700150
13-Sep-11,12187.73,12248.63,12139.04,12205.48,221933651
12-Sep-11,12213.95,12387.54,12041.61,12148.83,212100908
9-Sep-11,12589.12,12683.96,12361.05,12387.54,201762657
8-Sep-11,12654.06,12745.14,12659.30,12683.96,177330363
7-Sep-11,12570.44,12720.56,12514.84,12720.56,188969988
6-Sep-11,12406.08,12602.41,12355.92,12518.54,221623910
2-Sep-11,12566.24,12700.74,12556.68,12602.41,180309710
1-Sep-11,12770.65,12798.53,12689.26,12700.74,237899466
31-Aug-11,12690.21,12778.42,12634.71,12768.70,286670391
30-Aug-11,12530.20,12664.72,12460.50,12634.71,196728930
29-Aug-11,12433.54,12523.92,12327.51,12504.85,172833676
26-Aug-11,12208.02,12339.84,12066.96,12327.51,170613461
25-Aug-11,12360.89,12379.32,12221.72,12284.31,178355549
24-Aug-11,12311.16,12410.01,12225.89,12343.81,206580190
23-Aug-11,12111.72,12338.44,12025.90,12338.33,267434797
22-Aug-11,12235.94,12218.03,12007.47,12068.36,190172402
19-Aug-11,12053.44,12261.69,11988.57,12007.47,240205611
18-Aug-11,12388.98,12579.61,12122.43,12186.71,237559651
17-Aug-11,12595.70,12715.04,12530.71,12579.61,202294689
16-Aug-11,12623.68,12683.61,12487.33,12530.71,220346320
15-Aug-11,12626.85,12710.08,12542.20,12683.61,185099174
11-Aug-11,12183.35,12543.81,12063.84,12539.80,306676432
10-Aug-11,12126.21,12307.87,11916.81,12198.89,327937773
9-Aug-11,11786.13,12109.26,11663.28,12109.26,422379091
8-Aug-11,11746.98,12162.17,11617.81,11670.96,391284504
5-Aug-11,12356.74,12400.09,11894.70,12162.17,347256479
4-Aug-11,12764.12,12816.03,12322.06,12380.13,349171851
3-Aug-11,12742.02,12816.42,12567.70,12816.03,263165702
2-Aug-11,12742.02,12996.10,12567.70,12660.65,107846678
29-Jul-11,12983.46,13047.78,12858.39,12945.63,169302439
28-Jul-11,12997.22,13107.01,12931.17,13047.78,198575874
27-Jul-11,13261.32,13300.56,13032.67,13032.67,192959692
26-Jul-11,13413.88,13435.95,13286.92,13300.56,178844631
25-Jul-11,13451.46,13494.63,13413.01,13435.95,162651389
22-Jul-11,13473.65,13516.17,13434.30,13494.63,171351988
21-Jul-11,13371.07,13469.11,13340.83,13434.30,205526161
20-Jul-11,13348.87,13374.38,13312.92,13340.83,223655962
19-Jul-11,13284.12,13346.40,13254.14,13332.92,212809663
18-Jul-11,13291.43,13338.21,13210.14,13254.14,160497180
15-Jul-11,13308.24,13337.24,13252.92,13299.54,155726298
14-Jul-11,13397.69,13399.94,13221.99,13252.92,173918320
13-Jul-11,13268.59,13428.48,13234.07,13324.94,217836899
12-Jul-11,13101.89,13272.80,13107.63,13234.07,181692403
11-Jul-11,13339.52,13371.70,13134.73,13179.75,155021993
8-Jul-11,13368.44,13410.74,13335.62,13371.70,127950449
7-Jul-11,13459.56,13474.89,13396.46,13406.00,169604944
6-Jul-11,13450.90,13454.97,13371.28,13403.10,225537992
5-Jul-11,13423.79,13474.10,13386.49,13425.30,244400139
4-Jul-11,13315.42,13413.96,13297.68,13386.49,104950259
30-Jun-11,13219.51,13301.68,13188.94,13300.87,190153240
29-Jun-11,13155.68,13233.76,13069.45,13188.94,200236829
28-Jun-11,12996.86,13112.04,12966.49,13104.98,179191617
27-Jun-11,12886.00,12974.79,12858.37,12966.49,162644074
24-Jun-11,13017.61,13014.22,12893.80,12908.89,143880898
23-Jun-11,12928.22,13060.56,12838.81,12979.58,210385084
22-Jun-11,13050.02,13160.90,13041.74,13060.56,226687670
21-Jun-11,12901.44,13085.36,12857.70,13063.32,277598607
20-Jun-11,12788.96,12872.84,12763.54,12857.70,197585735
17-Jun-11,12852.48,12948.75,12789.95,12789.95,346478991
16-Jun-11,12964.00,12994.81,12834.64,12853.13,209645013
15-Jun-11,13012.12,13097.82,12938.38,12972.03,205168211
14-Jun-11,13004.29,13122.37,12939.72,13097.82,223182213
13-Jun-11,13050.24,13085.75,12906.38,12939.72,172657985
10-Jun-11,13179.58,13255.74,13008.75,13084.00,164134843
9-Jun-11,13202.51,13266.67,13164.81,13255.74,206085830
8-Jun-11,13223.57,13288.73,13161.36,13183.79,225589064
7-Jun-11,13320.07,13392.01,13272.92,13282.92,195369973
6-Jun-11,13517.49,13538.12,13284.64,13318.66,157090981
3-Jun-11,13388.86,13532.52,13365.42,13517.91,182495508
2-Jun-11,13555.87,13622.68,13457.87,13519.50,188476283
1-Jun-11,13806.13,13823.43,13527.88,13527.88,222845005
31-May-11,13892.06,13901.56,13737.57,13802.88,275436425
30-May-11,13810.57,13856.15,13796.21,13829.66,86703841
27-May-11,13777.50,13856.49,13775.90,13797.59,254044747
26-May-11,13692.86,13775.90,13671.03,13775.90,228212135
25-May-11,13578.22,13768.23,13582.79,13751.47,173707430
24-May-11,13631.70,13691.09,13584.45,13595.12,200117956
20-May-11,13591.37,13682.94,13537.60,13652.27,202873295
19-May-11,13624.20,13646.76,13566.94,13625.09,205296522
18-May-11,13513.61,13646.26,13441.06,13607.25,214278520
17-May-11,13368.69,13472.79,13348.97,13441.06,225325264
16-May-11,13360.60,13519.19,13337.96,13391.35,184635990
13-May-11,13424.72,13439.94,13341.40,13377.16,171966466
12-May-11,13340.64,13440.80,13264.80,13389.42,270588096
11-May-11,13597.18,13642.06,13386.94,13419.74,221128447
10-May-11,13702.98,13690.71,13632.49,13642.06,168172527
9-May-11,13628.29,13678.90,13561.40,13677.13,175743132
6-May-11,13513.23,13615.47,13455.38,13566.60,208956119
5-May-11,13521.73,13611.32,13415.95,13455.38,235265181
4-May-11,13676.53,13694.34,13499.77,13611.32,214496314
3-May-11,13912.23,13934.51,13618.76,13692.37,24579240
2-May-11,13944.79,14089.10,13893.01,13934.51,15914068
29-Apr-11,13872.20,13945.70,13861.43,13944.79,197821572
28-Apr-11,13891.57,13936.68,13848.32,13894.40,175469010
27-Apr-11,13941.08,13942.95,13770.81,13892.57,244523502
26-Apr-11,13896.75,13926.15,13871.24,13909.10,193028597
25-Apr-11,13983.30,13997.90,13888.27,13907.32,191204728
21-Apr-11,13946.86,13977.51,13897.48,13972.02,145015081
20-Apr-11,13866.73,13921.27,13736.83,13897.48,177964152
19-Apr-11,13688.33,13756.33,13671.73,13736.83,174828456
18-Apr-11,13738.75,13799.12,13584.55,13702.33,183792852
15-Apr-11,13824.82,13889.49,13798.26,13799.12,183776736
14-Apr-11,13807.50,13848.19,13781.82,13821.80,184423453
13-Apr-11,13882.44,13947.19,13801.40,13833.64,231915982
12-Apr-11,13902.50,13996.86,13720.10,13801.40,229062796
11-Apr-11,14187.78,14208.43,13933.06,13996.86,177510022
8-Apr-11,14195.04,14229.80,14107.77,14208.43,205884193
7-Apr-11,14181.86,14215.61,14096.87,14107.77,194127078
6-Apr-11,14315.36,14314.45,14139.45,14202.65,234208030
5-Apr-11,14201.21,14270.53,14187.94,14270.53,233507401
4-Apr-11,14212.66,14248.73,14145.45,14218.35,226202915
1-Apr-11,14118.21,14181.48,14116.79,14130.15,240069069
31-Mar-11,14154.43,14166.60,14083.66,14116.10,253333793
30-Mar-11,14007.47,14095.98,13934.47,14083.58,234486315
29-Mar-11,13890.99,13961.01,13843.39,13930.35,181050326
28-Mar-11,14003.62,14036.54,13888.67,13892.73,177978514
25-Mar-11,14014.20,14130.41,14015.21,14039.39,185202578
24-Mar-11,14084.44,14107.02,14015.25,14029.37,206255177
23-Mar-11,14017.34,14100.13,13985.59,14087.18,209491864
22-Mar-11,14008.31,14035.05,13967.39,14000.00,183082282
21-Mar-11,13919.01,14016.74,13812.33,14013.70,184426191
18-Mar-11,13819.63,13875.70,13746.32,13789.63,352301236
17-Mar-11,13682.75,13755.38,13524.82,13746.15,242798543
16-Mar-11,13541.05,13680.87,13430.79,13524.82,302401712
15-Mar-11,13275.44,13619.19,13237.93,13546.96,333462648
14-Mar-11,13545.01,13674.25,13511.23,13619.19,249150424
11-Mar-11,13477.97,13709.38,13477.40,13674.25,190931617
10-Mar-11,13746.69,13884.43,13578.27,13638.58,236807773
9-Mar-11,14014.22,14031.85,13840.38,13884.71,235819457
8-Mar-11,14130.57,14110.38,13973.62,14012.97,222435521
7-Mar-11,14303.29,14329.49,14077.63,14092.35,211330316
4-Mar-11,14260.26,14280.62,14214.53,14252.77,203106430
3-Mar-11,14184.03,14220.22,14143.88,14214.72,248627974
2-Mar-11,14123.16,14160.91,14093.02,14144.02,210064962
1-Mar-11,14167.01,14213.21,14092.35,14122.85,237699823
28-Feb-11,14083.01,14159.94,14053.12,14136.50,287666037
25-Feb-11,13950.39,14052.13,13885.87,14052.13,252045691
24-Feb-11,13994.16,14034.62,13810.54,13867.31,249330518
23-Feb-11,13983.34,14080.89,13951.17,13956.19,256081863
22-Feb-11,14155.57,14160.70,13946.22,13963.68,247888053
18-Feb-11,14153.55,14156.37,14094.72,14123.11,242268522
17-Feb-11,14068.66,14136.15,14018.64,14136.15,221043904
16-Feb-11,13980.12,14092.29,13929.61,14059.18,220114718
15-Feb-11,13944.79,13971.83,13910.70,13929.35,202771513
14-Feb-11,13835.11,13923.42,13776.60,13910.77,198345932
11-Feb-11,13823.82,13854.01,13766.76,13766.76,190407877
10-Feb-11,13741.62,13848.59,13692.79,13840.57,210192375
9-Feb-11,13892.30,13905.41,13774.77,13784.30,218829407
8-Feb-11,13841.30,13909.84,13786.40,13892.52,219467622
7-Feb-11,13854.06,13872.13,13791.81,13811.93,240762152
4-Feb-11,13843.51,13863.13,13778.10,13791.85,212051361
3-Feb-11,13733.05,13844.11,13683.46,13841.35,287565488
2-Feb-11,13729.09,13731.30,13673.14,13680.29,193310884
1-Feb-11,13617.70,13714.49,13552.27,13712.62,253788923
31-Jan-11,13449.74,13588.47,13438.38,13551.99,231294450
28-Jan-11,13406.42,13497.55,13406.03,13437.58,234654085
27-Jan-11,13473.01,13497.20,13397.46,13410.20,215484616
26-Jan-11,13300.27,13477.93,13259.63,13465.75,252211982
25-Jan-11,13322.40,13347.04,13192.72,13259.63,253727904
24-Jan-11,13313.74,13369.33,13264.72,13347.58,185934480
21-Jan-11,13355.29,13408.01,13258.57,13258.57,406148781
20-Jan-11,13362.41,13429.50,13238.89,13331.32,260261886
19-Jan-11,13570.06,13572.32,13411.45,13439.04,219379793
18-Jan-11,13486.19,13565.62,13440.69,13559.20,288004630
17-Jan-11,13427.11,13472.99,13424.38,13440.11,93109001
14-Jan-11,13408.89,13464.06,13376.14,13464.06,245390839
13-Jan-11,13492.26,13505.44,13383.53,13401.48,279592597
12-Jan-11,13467.43,13497.68,13402.27,13460.21,270387748
11-Jan-11,13341.90,13421.81,13245.12,13401.05,248494588
10-Jan-11,13291.61,13295.37,13139.50,13245.12,179375786
7-Jan-11,13263.08,13329.64,13233.32,13272.30,208031125
6-Jan-11,13407.56,13413.18,13290.89,13311.67,225910277
5-Jan-11,13365.33,13400.03,13301.15,13395.99,226953943
4-Jan-11,13530.35,13529.98,13326.70,13402.31,203992812
31-Dec-10,13416.53,13465.46,13382.97,13443.22,80432459
30-Dec-10,13449.77,13493.64,13400.71,13434.41,95725610
29-Dec-10,13413.17,13449.81,13383.16,13449.17,108949227
24-Dec-10,13371.43,13394.39,13366.58,13383.16,18248262
23-Dec-10,13353.92,13397.01,13316.60,13371.20,119625066
22-Dec-10,13380.75,13397.29,13349.72,13380.70,150806940
21-Dec-10,13240.77,13365.15,13194.66,13365.15,158998663
20-Dec-10,13231.49,13262.76,13193.28,13193.28,173580218
17-Dec-10,13194.61,13220.47,13094.05,13201.46,431223730
16-Dec-10,13205.29,13223.71,13122.92,13181.23,209990377
15-Dec-10,13233.98,13281.02,13168.05,13229.07,236636014
14-Dec-10,13313.94,13328.41,13241.71,13280.08,210577284
13-Dec-10,13290.27,13360.11,13256.59,13295.86,215552253
10-Dec-10,13163.34,13253.43,13166.02,13239.47,188780962
9-Dec-10,13221.79,13224.99,13144.32,13166.94,201102765
8-Dec-10,13211.27,13234.29,13132.44,13152.00,239692538
7-Dec-10,13368.82,13367.60,13240.48,13250.67,249669098
6-Dec-10,13207.20,13276.01,13181.29,13276.01,207716963
3-Dec-10,13134.75,13196.52,13135.67,13178.95,300830692
2-Dec-10,13139.71,13190.70,13132.02,13163.53,252668310
1-Dec-10,13067.03,13154.42,12952.88,13148.35,269398825
30-Nov-10,12882.83,13032.45,12883.27,12952.88,330680029
29-Nov-10,12888.13,12930.29,12783.42,12895.65,208343262
26-Nov-10,12865.91,12917.62,12845.37,12892.71,151956994
25-Nov-10,12912.12,12945.81,12902.21,12945.81,73676263
24-Nov-10,12843.90,12901.99,12795.68,12901.99,191357700
23-Nov-10,12858.62,12929.01,12780.89,12793.75,211518689
22-Nov-10,12931.77,12964.00,12850.75,12929.01,160171386
19-Nov-10,12835.44,12967.47,12813.80,12956.33,175933818
18-Nov-10,12769.64,12903.25,12684.62,12870.01,215549757
17-Nov-10,12556.83,12673.40,12542.41,12657.83,177500421
16-Nov-10,12663.53,12726.55,12501.82,12602.23,235133172
15-Nov-10,12757.54,12820.38,12712.62,12735.41,177636919
12-Nov-10,12838.35,12934.23,12661.88,12749.24,259861115
11-Nov-10,12925.08,12941.94,12850.75,12934.74,201985798
10-Nov-10,12905.02,12942.64,12786.97,12942.64,257640306
9-Nov-10,13109.32,13114.05,12877.55,12916.63,292264020
8-Nov-10,12940.31,13052.48,12923.96,13052.48,222268006
5-Nov-10,12894.56,13001.16,12881.20,12925.11,272720666
4-Nov-10,12831.11,12921.27,12676.00,12878.79,301956451
3-Nov-10,12685.39,12703.90,12569.44,12671.12,232230758
2-Nov-10,12718.92,12721.49,12660.46,12681.42,159424418
1-Nov-10,12725.90,12759.06,12639.79,12664.81,158674968
29-Oct-10,12560.29,12681.92,12561.38,12676.24,184429315
28-Oct-10,12611.13,12620.95,12504.80,12564.09,190636930
27-Oct-10,12626.26,12680.54,12508.67,12567.25,213783233
26-Oct-10,12607.05,12694.52,12602.79,12684.68,180927852
25-Oct-10,12671.26,12692.59,12608.95,12663.58,171415263
22-Oct-10,12621.25,12625.26,12566.32,12601.18,161467644
21-Oct-10,12658.55,12674.09,12575.47,12599.23,219438125
20-Oct-10,12561.16,12667.66,12557.29,12649.92,179934441
19-Oct-10,12551.29,12661.02,12518.54,12570.55,216523306
18-Oct-10,12596.15,12672.63,12600.91,12668.01,148482331
15-Oct-10,12648.01,12652.80,12549.46,12609.07,181512339
14-Oct-10,12670.92,12708.37,12588.48,12619.69,208122693
13-Oct-10,12638.08,12710.19,12576.70,12673.31,274715063
12-Oct-10,12530.03,12581.85,12479.57,12575.64,184262000
8-Oct-10,12466.95,12540.95,12445.93,12535.59,180405902
7-Oct-10,12509.30,12522.96,12375.02,12445.93,232346262
6-Oct-10,12511.76,12511.65,12447.06,12501.72,207398960
5-Oct-10,12394.38,12509.83,12327.77,12498.00,246214027
4-Oct-10,12368.04,12375.15,12262.69,12322.94,157341642
1-Oct-10,12400.11,12446.85,12363.08,12363.08,208557484
30-Sep-10,12404.21,12406.36,12257.85,12368.65,271240262
29-Sep-10,12255.50,12382.82,12237.28,12382.82,216326972
28-Sep-10,12178.95,12279.67,12123.80,12278.88,219391967
27-Sep-10,12211.11,12246.37,12189.61,12190.60,166245524
24-Sep-10,12168.05,12219.20,12103.63,12204.86,200783507
23-Sep-10,12098.69,12159.63,12055.55,12101.79,183976938
22-Sep-10,12209.26,12253.15,12139.75,12147.26,186610322
21-Sep-10,12256.85,12253.16,12129.84,12170.57,255126794
20-Sep-10,12190.47,12281.36,12166.67,12234.51,191041167
17-Sep-10,12262.30,12250.78,12140.82,12164.56,437462447
16-Sep-10,12145.96,12180.19,12106.45,12173.35,198796366
15-Sep-10,12160.10,12191.92,12081.57,12144.84,184877102
14-Sep-10,12151.14,12251.47,12147.03,12192.98,207852849
13-Sep-10,12147.35,12156.97,12101.41,12149.86,189965707
10-Sep-10,12023.51,12097.09,12021.80,12097.09,213188402
9-Sep-10,12106.43,12116.05,11997.72,12033.53,185537773
8-Sep-10,12102.41,12160.70,12040.17,12042.26,191014208
7-Sep-10,12148.05,12146.49,12070.58,12101.98,147623789
3-Sep-10,12136.60,12197.89,12108.97,12144.92,199106660
2-Sep-10,12040.34,12111.94,12003.70,12111.09,215058498
1-Sep-10,11978.29,12016.06,11914.23,12003.78,236076624
31-Aug-10,11894.34,11990.76,11845.17,11913.86,231320855
30-Aug-10,11873.12,11952.64,11865.75,11895.55,137653971
27-Aug-10,11700.42,11887.81,11637.95,11879.72,178412340
26-Aug-10,11667.25,11707.07,11618.69,11653.18,190937924
25-Aug-10,11515.08,11648.12,11469.25,11648.12,202774388
24-Aug-10,11610.81,11706.94,11553.43,11557.35,193425272
23-Aug-10,11751.52,11774.36,11712.28,11718.63,162052833
20-Aug-10,11672.53,11736.18,11594.72,11722.07,160721117
19-Aug-10,11775.28,11801.15,11669.33,11710.18,187373966
18-Aug-10,11722.49,11806.46,11646.03,11781.08,173697938
17-Aug-10,11677.33,11744.84,11552.63,11728.64,207051343
16-Aug-10,11527.70,11558.82,11493.62,11552.76,152054981
13-Aug-10,11505.17,11548.57,11491.07,11528.25,164371902
12-Aug-10,11513.16,11579.71,11480.52,11523.60,243569977
11-Aug-10,11736.42,11833.87,11565.03,11582.21,187670936
10-Aug-10,11778.43,11871.25,11749.46,11838.29,166176901
9-Aug-10,11846.69,11878.36,11783.40,11863.56,146656143
6-Aug-10,11752.90,11822.38,11700.08,11799.97,187277729
5-Aug-10,11819.17,11845.43,11747.79,11774.77,227178871
4-Aug-10,11843.80,11855.92,11784.79,11845.05,191089904
3-Aug-10,11829.32,11872.89,11713.91,11782.60,228189341
30-Jul-10,11667.89,11746.80,11603.81,11713.43,153668126
29-Jul-10,11746.77,11771.78,11634.13,11728.64,205437819
28-Jul-10,11667.54,11716.29,11659.11,11696.63,174776174
27-Jul-10,11803.73,11822.68,11683.83,11716.69,190675718
26-Jul-10,11742.41,11768.46,11679.62,11746.07,134590628
23-Jul-10,11679.04,11722.64,11622.93,11714.21,147800206
22-Jul-10,11573.20,11667.95,11513.37,11667.76,182217152
21-Jul-10,11668.67,11661.42,11465.65,11513.33,166371010
20-Jul-10,11454.30,11629.88,11446.01,11629.88,187924913
19-Jul-10,11542.22,11580.30,11447.80,11543.47,157275111
16-Jul-10,11690.19,11741.80,11503.82,11569.65,186759259
15-Jul-10,11643.11,11741.77,11552.40,11741.77,191605934
14-Jul-10,11673.00,11694.05,11606.84,11620.16,169886393
13-Jul-10,11678.39,11695.56,11573.25,11672.84,196260642
12-Jul-10,11567.36,11600.81,11497.32,11565.76,146214695
9-Jul-10,11430.74,11570.45,11393.86,11570.45,159365040
8-Jul-10,11482.61,11475.72,11330.61,11433.37,222372479
7-Jul-10,11227.69,11397.34,11201.33,11397.27,315669390
6-Jul-10,11195.31,11269.88,11093.92,11200.17,218609787
5-Jul-10,11163.03,11192.37,11065.53,11092.50,54282396
2-Jul-10,11245.26,11311.01,11146.79,11196.06,149305390
30-Jun-10,11266.53,11415.26,11258.36,11294.42,198625633
29-Jun-10,11508.07,11594.61,11244.03,11263.83,237759622
28-Jun-10,11715.25,11718.90,11602.22,11607.00,142217271
25-Jun-10,11692.92,11774.42,11619.36,11707.85,150615058
24-Jun-10,11774.91,11805.75,11661.07,11670.18,131022244
23-Jun-10,11784.13,11849.83,11729.95,11807.50,164066015
22-Jun-10,11910.61,11952.89,11796.37,11797.94,158052036
21-Jun-10,12042.75,12077.01,11905.65,11936.08,192616193
18-Jun-10,11990.17,12017.92,11927.59,11927.59,355137904
17-Jun-10,11968.44,11981.36,11908.88,11945.97,177607589
16-Jun-10,11873.92,11938.59,11864.87,11921.05,166225973
15-Jun-10,11702.13,11907.54,11670.53,11907.54,188665908
14-Jun-10,11730.06,11781.20,11652.98,11667.34,164946050
11-Jun-10,11591.38,11693.69,11586.35,11666.92,150092311
10-Jun-10,11514.78,11637.83,11450.64,11635.85,177325280
9-Jun-10,11575.02,11613.08,11436.37,11450.64,208969070
8-Jun-10,11522.17,11559.47,11402.45,11517.18,230881462
7-Jun-10,11570.37,11616.67,11493.63,11504.74,201112357
4-Jun-10,11661.89,11811.87,11548.93,11569.61,212460620
3-Jun-10,11824.24,11842.29,11692.03,11811.87,227712343
2-Jun-10,11619.17,11780.67,11569.34,11780.67,277593006
1-Jun-10,11702.20,11778.84,11566.85,11571.97,247640262
31-May-10,11765.45,11762.99,11671.44,11762.99,58672779
28-May-10,11778.93,11799.56,11640.85,11671.44,174609704
27-May-10,11608.64,11755.09,11543.90,11749.12,235526897
26-May-10,11699.74,11723.88,11518.06,11543.90,295819742
25-May-10,11270.73,11522.29,11263.16,11518.08,253635767
21-May-10,11244.45,11539.11,11179.97,11521.35,212582992
20-May-10,11494.98,11665.77,11381.41,11405.95,287930301
19-May-10,11700.46,11787.21,11514.14,11665.77,260917706
18-May-10,11891.10,11959.69,11760.78,11764.51,227515338
17-May-10,11999.83,12014.97,11695.61,11813.00,230554021
14-May-10,12088.02,12116.59,11891.04,12014.97,210463898
13-May-10,12170.89,12210.39,12059.06,12116.59,205673791
12-May-10,12102.63,12204.98,12000.61,12195.97,237159756
11-May-10,11931.71,12093.51,11916.16,12000.61,255876299
10-May-10,12011.82,12024.49,11692.43,11947.90,205450436
7-May-10,11749.90,11842.43,11556.95,11692.43,281577537
6-May-10,11845.75,11949.00,11422.73,11842.43,365163073
5-May-10,11862.43,12030.86,11754.28,11875.13,284613818
4-May-10,12164.88,12196.51,11954.50,12030.86,256142731
3-May-10,12273.98,12294.63,12165.84,12196.51,179449575
30-Apr-10,12247.37,12308.13,12184.25,12210.70,246932722
29-Apr-10,12110.72,12227.03,12076.89,12200.32,223547348
28-Apr-10,12165.01,12173.27,12075.79,12076.89,222609007
27-Apr-10,12255.55,12321.76,12143.16,12146.74,221201274
26-Apr-10,12254.22,12297.88,12234.68,12280.97,155928308
23-Apr-10,12167.85,12248.41,12126.79,12239.64,192225766
22-Apr-10,12053.30,12160.87,11985.32,12160.87,201924710
21-Apr-10,12135.29,12158.18,12070.69,12134.56,182199717
20-Apr-10,12122.03,12159.90,12102.97,12113.53,179248460
19-Apr-10,11974.71,12102.97,11953.95,12102.97,185354984
16-Apr-10,12190.58,12211.52,12019.90,12070.66,209408391
15-Apr-10,12178.62,12249.54,12168.71,12211.52,164368549
14-Apr-10,12141.70,12211.57,12095.93,12204.41,177248569
13-Apr-10,12091.45,12148.66,12025.41,12101.52,145607268
12-Apr-10,12167.53,12214.39,12139.23,12148.66,163197154
9-Apr-10,12150.53,12211.12,12113.53,12176.84,163373525
8-Apr-10,12060.65,12139.01,11975.94,12113.53,179570414
7-Apr-10,12137.14,12159.97,12059.31,12110.90,210588937
6-Apr-10,12135.57,12200.07,12120.25,12156.71,163854866
5-Apr-10,12190.83,12203.39,12151.06,12186.35,146615866
2-Apr-10,12151.06,12151.06,12151.06,12151.06,-
1-Apr-10,12069.91,12157.35,12037.73,12151.06,190576804
